"Date","YSlow.Grade....","PageSpeed.Grade....","Onload.Time..s.","Total.Size..bytes.","Total.Requests","TTFB..ms.","HTML.Size..bytes.","Redirect.duration..ms.","Connection.duration..ms.","Backend.duration..ms.","DOM.interactive..ms.","DOM.content.loaded..ms.","DOM.content.loaded.duration..ms.","Onload..ms.","Onload.duration..ms.","Fully.loaded..ms.","First.paint..ms.","RUM.Speed.Index","First.contentful.paint..ms.","Total Visits","Mobile Device","Desktop Device","Monthly Visits","Avg. Visit Duration","Pages Per Visit","Bounce Rate","url"
"2019-07-15 15:09:41",78,76,1.321,732478,32,599,11690,341,196,62,1040,1040,65,1321,2,1393,1047,1048,1047,"6.643","56.61","43.39","2.214","05.03","5.07","50.59","fema.gov"
"2019-07-16 13:41:24",83,77,1.331,635473,38,588,5699,369,172,47,1101,1101,6,1331,0,1626,1079,1079,1079,"732,852","15.10","84.90","244,284","00.42","1.62","75.32","floodsmart.gov"
"2019-07-15 12:56:47",57,0,2.466,10856256,222,203,9720,0,29,174,532,532,14,2466,41,5238,431,443,431,"1.904","33.24","66.76","634,677","00.52","1.39","84.16","foodsafety.gov"
"2019-07-16 15:10:28",60,42,1.718,3518203,84,363,59531,124,181,58,831,831,45,1718,1,2014,741,1018,741,"3.943","51.84","48.16","1.314","02.02","2.58","63.59","fws.gov"
"2019-07-16 14:08:33",62,49,2.147,2016076,76,994,17037,177,258,559,1683,1684,36,2147,3,2755,1302,1470,1302,"1.616","47.98","52.02","538,956","01.08","1.70","77.15","health.gov"
"2019-07-14 13:35:16",58,74,1.874,1065991,66,369,11794,87,63,219,1185,1186,64,1874,149,2912,1150,1150,1150,"12.93","50.06","49.94","4.311","07.38","9.87","42.00","healthcare.gov"
"2019-07-16 15:28:43",59,82,1.986,778435,65,692,12585,326,246,120,1695,1696,109,1986,3,2201,993,1332,993,"897,599","33.14","66.86","299,200","01.00","1.98","80.08","healthfinder.gov"
"2019-07-16 15:46:10",45,39,5.318,1683486,110,1031,56188,510,409,112,3881,3882,141,5318,3,5568,3441,3738,3441,"908,779","67.79","32.21","302,926","02.49","2.84","65.21","healthypeople.gov"
"2019-07-15 18:25:18",63,32,1.791,2705146,96,353,22704,87,258,8,893,893,496,1791,9,1898,796,796,796,"5.963","51.16","48.84","1.987","04.04","3.74","48.43","ice.gov"
"2019-07-16 15:37:36",72,67,2.934,1291156,38,606,3893,154,266,186,2359,2359,200,2934,3,3494,2615,2803,2615,"1.171","38.23","61.77","390,415","07.32","4.90","48.76","identitytheft.gov"
"2019-07-12 09:48:55",61,63,2.146,2018926,86,306,15521,224,69,13,1083,1083,42,2146,8,5637,800,800,800,"139.2","50.80","49.20","46.40","04.36","5.63","33.95","irs.gov"
"2019-07-16 14:50:29",91,92,0.376,513329,20,54,3691,26,22,6,323,323,8,376,5,462,220,220,220,"23.80","58.70","41.30","7.935","15.29","5.14","29.31","login.gov"
"2019-07-16 13:58:51",54,59,1.679,1840518,66,565,189092,329,125,111,1024,1069,40,1679,269,2027,894,894,1014,"2.033","39.89","60.11","677,973","01.49","2.15","62.31","medicaid.gov"
"2019-07-14 13:44:51",54,68,5.901,1243843,82,262,25468,59,76,127,5095,5095,98,5901,127,6401,4294,5218,4294,"15.70","60.23","39.77","5.234","11.43","4.86","50.86","medicare.gov"
"2019-07-12 09:45:16",58,70,1.867,819400,54,557,5687,238,239,80,1138,1138,15,1867,1,2004,1058,1141,1058,"111.2","31.35","68.65","37.09","01.08","1.35","83.87","medlineplus.gov"
"2019-07-16 15:24:59",58,61,2.237,2106187,139,457,14728,164,154,139,1233,1312,82,2237,3,3487,1122,1122,1122,"1.412","48.75","51.25","470,831","02.13","2.84","62.07","nationalservice.gov"
"2019-07-12 09:35:45",67,77,1.334,377154,41,431,8676,179,173,79,1082,1082,103,1334,1,1495,1034,1061,1034,"521.7","59.75","40.25","173.9","03.56","3.12","65.13","nih.gov"
"2019-07-12 09:52:29",75,73,1.418,2629030,63,378,10185,342,1,35,1067,1067,61,1418,30,1531,781,1130,781,"36.30","52.98","47.02","12.10","03.23","3.28","53.05","nps.gov"
"2019-07-15 18:47:25",64,57,2.169,1106079,44,501,45,149,266,86,1864,1864,88,2169,0,2257,1891,2019,1891,"6.171","60.98","39.02","2.057","04.48","5.05","20.08","pay.gov"
"2019-07-15 12:55:24",67,64,4.761,5531987,95,1439,11655,268,57,1114,2567,2567,50,4761,6,6551,2271,2644,2271,"1.907","61.18","38.82","635,942","04.26","5.30","46.55","peacecorps.gov"
"2019-06-18 06:19:53",70,69,1.837,1195393,43,955,5699,512,1,442,1546,1546,17,1837,6,2768,1526,1810,1526,"624,042","26.65","73.35","208,014","01.25","2.39","68.37","privacyshield.gov"
"2019-07-15 18:50:00",83,77,1.936,807758,44,906,1218,460,352,94,1053,1053,0,1936,0,3562,1226,2892,1226,"948,075","59.49","40.51","316,025","03.01","4.73","38.87","regulations.gov"
"2019-07-15 15:24:59",57,31,1.789,2747747,67,650,14249,564,48,38,1347,1352,123,1789,21,1848,1156,1156,1156,"3.385","51.26","48.74","1.128","02.22","2.81","72.11","samhsa.gov"
"2019-07-14 12:54:52",77,69,1.733,1328483,49,159,19296,66,52,41,975,975,64,1733,3,2020,540,540,540,"16.09","65.73","34.27","5.365","03.41","4.91","59.40","sec.gov"
"2019-07-15 12:58:22",68,67,3.013,919834,59,1601,13459,1264,251,86,2747,2747,75,3013,5,3118,2300,2437,2300,"1.812","26.60","73.40","604,218","01.02","1.88","77.73","smokefree.gov"
"2019-07-15 18:30:36",77,47,4.658,9394691,124,664,19373,185,35,444,2078,2079,615,4658,72,7136,1602,2112,1889,"107.1","60.05","39.95","35.72","03.15","3.90","54.16","nasa_solarsystem.gov"
"2019-07-12 09:57:15",57,23,7.323,1886187,146,779,6197,397,286,96,6363,6363,101,7323,1,7633,6376,6822,6620,"93.33","63.18","36.82","31.11","09.02","9.52","35.04","state.gov"
"2019-07-16 15:20:00",67,64,1.943,594899,81,552,9210,372,79,101,1401,1401,19,1943,0,2085,1289,1552,1289,"1.192","41.90","58.10","397,462","01.50","1.64","74.95","stopbullying.gov"
"2019-07-15 14:56:43",73,47,2.159,1141110,112,1030,23719,438,242,350,1932,1932,136,2159,1,2929,1713,1713,1713,"6.565","58.51","41.49","2.188","01.54","2.49","63.96","treasury.gov"
"2019-07-16 15:57:24",57,60,1.824,1122967,141,427,12471,177,19,231,1513,1513,5,1824,5,2887,1271,1659,1271,"435,169","36.86","63.14","145,056","00.46","1.60","71.91","tsunami.gov"
"2019-07-12 09:54:53",86,85,1.756,891664,29,538,26684,226,232,80,1576,1595,31,1756,1,1996,1279,1279,1279,"29.23","48.13","51.87","9.744","08.14","11.30","29.34","usajobs.gov"
"2019-07-12 10:07:00",63,62,2.07,2240648,93,837,17617,738,76,23,1290,1290,113,2070,6,3687,1292,1302,1292,"62.92","51.09","48.91","20.97","04.33","4.62","37.97","uscis.gov"
"2019-07-12 10:14:13",84,52,0.389,1214893,32,62,4462,31,23,8,185,185,0,389,0,411,335,335,335,"41.92","55.76","44.24","13.97","03.09","5.39","51.17","usgs.gov"
"2019-07-16 14:42:35",54,18,2.263,7031278,126,672,99027,625,39,8,1845,1848,234,2263,14,2992,1658,1658,1658,"3.297","36.68","63.32","1.099","03.03","4.19","48.38","usmint.gov"
"2019-07-12 08:49:44",61,68,2.542,1359225,110,480,12718,71,1,408,1215,1215,27,2542,17,3396,1616,1616,1616,"439.5","44.10","55.90","146.5","02.37","3.03","53.03","usps.com"
"2019-07-12 09:39:28",55,53,1.891,1106693,59,667,31427,312,192,163,1547,1548,56,1891,2,2749,1355,1469,1355,"282.8","50.28","49.72","94.26","02.42","2.77","47.97","weather.gov"
"2019-07-12 10:22:56",95,95,0.767,444134,34,127,8221,34,25,68,419,419,170,767,1,921,649,649,650,"13.03","41.61","58.39","4.344","01.33","1.87","70.67","whitehouse.gov"
"2019-07-15 15:21:48",51,58,3.022,3128783,88,655,15633,182,323,150,1765,2510,102,3022,11,3388,1389,1389,1389,"4.523","25.24","74.76","1.507","00.39","1.27","87.88","womenshealth.gov"
